session_id,user_id,session_start,session_duration_min
S06018,U0617,12-10-2025,8
S06019,U0617,07-02-2025,13
S06020,U0617,25-02-2025,7
S06021,U0617,09-04-2025,8
S06022,U0617,09-09-2025,6
S06023,U0617,14-02-2025,20
S06024,U0617,18-05-2025,8
S06025,U0617,16-12-2025,9
S06026,U0618,16-05-2025,11
S06027,U0618,01-09-2025,14
S06028,U0618,30-11-2025,16
S06029,U0618,05-03-2025,10
S06030,U0618,14-05-2025,9
S06031,U0618,08-12-2025,12
S06032,U0618,03-06-2025,10
S06033,U0618,24-04-2025,9
S06034,U0618,28-09-2025,10
S06035,U0619,12-03-2025,9
S06036,U0619,05-08-2025,18
S06037,U0619,11-04-2025,20
S06038,U0619,03-06-2025,4
S06039,U0619,16-12-2025,9
S06040,U0619,19-07-2025,18
S06041,U0619,24-08-2025,8
S06042,U0619,14-09-2025,8
S06043,U0620,23-07-2025,12
S06044,U0620,23-06-2025,19
S06045,U0620,16-05-2025,12
S06046,U0620,05-12-2025,9
S06047,U0620,21-10-2025,6
S06048,U0620,18-07-2025,11
S06049,U0620,03-12-2025,6
S06050,U0620,17-11-2025,19
S06051,U0620,11-09-2025,3
S06052,U0620,02-07-2025,6
S06053,U0620,21-07-2025,17
S06054,U0620,23-06-2025,7
S06055,U0620,12-04-2025,4
S06056,U0620,19-05-2025,7
S06057,U0620,11-06-2025,20
S06058,U0621,13-07-2025,5
S06059,U0621,19-10-2025,7
S06060,U0621,19-03-2025,3
S06061,U0621,20-06-2025,10
S06062,U0621,29-10-2025,6
S06063,U0621,19-12-2025,14
S06064,U0621,11-05-2025,8
S06065,U0622,08-04-2025,6
S06066,U0622,15-05-2025,9
S06067,U0622,17-12-2025,20
S06068,U0622,25-01-2025,5
S06069,U0622,13-12-2025,17
S06070,U0622,04-11-2025,3
S06071,U0622,05-08-2025,7
S06072,U0622,23-06-2025,5
S06073,U0622,12-07-2025,10
S06074,U0622,28-09-2025,20
S06075,U0622,03-06-2025,8
S06076,U0623,02-01-2025,15
S06077,U0623,18-07-2025,7
S06078,U0623,23-07-2025,19
S06079,U0623,11-06-2025,18
S06080,U0623,04-06-2025,20
S06081,U0623,22-12-2025,4
S06082,U0623,03-08-2025,7
S06083,U0623,21-02-2025,8
S06084,U0624,05-08-2025,6
S06085,U0624,06-08-2025,16
S06086,U0624,16-09-2025,8
S06087,U0624,10-06-2025,15
S06088,U0624,08-05-2025,7
S06089,U0624,23-07-2025,10
S06090,U0624,19-01-2025,6
S06091,U0624,22-06-2025,3
S06092,U0624,15-09-2025,9
S06093,U0624,18-12-2025,12
S06094,U0624,13-12-2025,11
S06095,U0624,09-04-2025,8
S06096,U0625,04-01-2025,12
S06097,U0625,13-04-2025,3
S06098,U0625,31-01-2025,12
S06099,U0625,11-07-2025,16
S06100,U0625,10-04-2025,9
S06101,U0625,24-04-2025,8
S06102,U0625,14-04-2025,9
S06103,U0625,28-11-2025,3
S06104,U0625,05-08-2025,3
S06105,U0625,17-09-2025,12
S06106,U0625,10-12-2025,14
S06107,U0625,13-02-2025,11
S06108,U0625,03-08-2025,6
S06109,U0625,02-05-2025,12
S06110,U0626,07-09-2025,19
S06111,U0626,13-03-2025,8
S06112,U0626,16-06-2025,5
S06113,U0626,06-01-2025,12
S06114,U0626,09-09-2025,11
S06115,U0626,22-02-2025,20
S06116,U0626,09-02-2025,9
S06117,U0627,27-11-2025,17
S06118,U0627,08-07-2025,8
S06119,U0627,17-05-2025,9
S06120,U0627,03-12-2025,18
S06121,U0627,12-01-2025,8
S06122,U0627,05-08-2025,7
S06123,U0627,19-02-2025,3
S06124,U0627,13-08-2025,12
S06125,U0627,13-03-2025,10
S06126,U0627,04-05-2025,11
S06127,U0627,04-03-2025,8
S06128,U0628,16-08-2025,16
S06129,U0628,07-09-2025,14
S06130,U0628,17-10-2025,5
S06131,U0628,13-12-2025,13
S06132,U0628,25-04-2025,3
S06133,U0628,31-07-2025,14
S06134,U0628,20-03-2025,5
S06135,U0628,09-04-2025,19
S06136,U0629,13-05-2025,12
S06137,U0629,01-10-2025,3
S06138,U0629,04-06-2025,19
S06139,U0629,09-10-2025,8
S06140,U0629,03-06-2025,12
S06141,U0629,12-03-2025,7
S06142,U0629,01-02-2025,16
S06143,U0629,16-05-2025,9
S06144,U0629,10-08-2025,17
S06145,U0629,20-06-2025,13
S06146,U0629,01-04-2025,7
S06147,U0629,14-06-2025,8
S06148,U0629,12-07-2025,4
S06149,U0629,01-07-2025,7
S06150,U0630,23-03-2025,18
S06151,U0630,06-06-2025,8
S06152,U0630,17-02-2025,8
S06153,U0630,17-01-2025,14
S06154,U0630,22-01-2025,18
S06155,U0630,22-07-2025,15
S06156,U0631,17-08-2025,12
S06157,U0631,29-11-2025,11
S06158,U0631,10-02-2025,17
S06159,U0631,13-02-2025,8
S06160,U0631,15-11-2025,12
S06161,U0631,15-09-2025,9
S06162,U0631,04-06-2025,10
S06163,U0631,23-05-2025,6
S06164,U0631,16-08-2025,11
S06165,U0631,03-06-2025,9
S06166,U0631,20-08-2025,12
S06167,U0631,25-04-2025,16
S06168,U0631,14-06-2025,19
S06169,U0632,02-06-2025,7
S06170,U0632,09-03-2025,18
S06171,U0632,11-12-2025,6
S06172,U0632,25-03-2025,12
S06173,U0632,15-12-2025,9
S06174,U0632,16-03-2025,6
S06175,U0632,18-10-2025,12
S06176,U0632,23-08-2025,3
S06177,U0633,01-04-2025,5
S06178,U0633,09-01-2025,13
S06179,U0633,13-02-2025,12
S06180,U0633,02-01-2025,13
S06181,U0633,12-10-2025,18
S06182,U0633,06-12-2025,7
S06183,U0633,21-03-2025,5
S06184,U0633,19-08-2025,6
S06185,U0633,20-11-2025,3
S06186,U0633,22-02-2025,14
S06187,U0633,18-09-2025,20
S06188,U0633,12-05-2025,18
S06189,U0634,15-10-2025,14
S06190,U0634,18-05-2025,5
S06191,U0634,15-05-2025,19
S06192,U0634,08-08-2025,11
S06193,U0634,02-05-2025,4
S06194,U0634,05-02-2025,4
S06195,U0634,19-01-2025,20
S06196,U0634,27-11-2025,6
S06197,U0634,25-02-2025,8
S06198,U0634,06-12-2025,18
S06199,U0634,09-12-2025,12
S06200,U0634,12-12-2025,18
S06201,U0634,27-03-2025,7
S06202,U0634,13-10-2025,6
S06203,U0635,15-06-2025,4
S06204,U0635,08-02-2025,7
S06205,U0635,21-07-2025,15
S06206,U0635,16-01-2025,6
S06207,U0635,11-03-2025,7
S06208,U0635,06-03-2025,10
S06209,U0635,20-09-2025,5
S06210,U0635,19-12-2025,7
S06211,U0635,20-04-2025,11
S06212,U0635,25-03-2025,6
S06213,U0635,10-08-2025,17
S06214,U0635,08-07-2025,13
S06215,U0635,20-10-2025,11
S06216,U0635,06-04-2025,8
S06217,U0635,23-04-2025,10
S06218,U0636,01-11-2025,4
S06219,U0636,16-06-2025,14
S06220,U0636,18-07-2025,4
S06221,U0636,12-08-2025,10
S06222,U0636,11-01-2025,9
S06223,U0636,08-10-2025,9
S06224,U0636,05-01-2025,10
S06225,U0636,24-03-2025,14
S06226,U0636,04-02-2025,11
S06227,U0636,18-06-2025,17
S06228,U0636,19-02-2025,9
S06229,U0636,04-01-2025,10
S06230,U0636,24-03-2025,6
S06231,U0636,04-03-2025,4
S06232,U0636,01-09-2025,7
S06233,U0637,03-07-2025,13
S06234,U0637,10-06-2025,9
S06235,U0637,05-03-2025,18
S06236,U0637,11-03-2025,9
S06237,U0637,21-03-2025,20
S06238,U0637,04-03-2025,7
S06239,U0638,01-12-2025,11
S06240,U0638,09-05-2025,12
S06241,U0638,22-04-2025,6
S06242,U0638,03-05-2025,11
S06243,U0638,20-08-2025,11
S06244,U0639,22-12-2025,6
S06245,U0639,31-05-2025,6
S06246,U0639,16-01-2025,11
S06247,U0639,14-07-2025,6
S06248,U0639,02-12-2025,9
S06249,U0639,05-02-2025,8
S06250,U0639,03-12-2025,7
S06251,U0639,18-03-2025,14
S06252,U0639,23-06-2025,12
S06253,U0639,08-08-2025,20
S06254,U0639,21-03-2025,10
S06255,U0639,17-07-2025,12
S06256,U0640,22-11-2025,9
S06257,U0640,02-10-2025,11
S06258,U0640,12-05-2025,12
S06259,U0640,07-01-2025,11
S06260,U0640,11-07-2025,12
S06261,U0640,01-09-2025,9
S06262,U0640,16-03-2025,8
S06263,U0641,04-05-2025,7
S06264,U0641,17-02-2025,19
S06265,U0641,23-08-2025,5
S06266,U0641,02-09-2025,10
S06267,U0641,20-02-2025,10
S06268,U0641,17-09-2025,5
S06269,U0641,12-11-2025,16
S06270,U0641,13-06-2025,4
S06271,U0641,15-04-2025,8
S06272,U0641,16-06-2025,18
S06273,U0641,19-10-2025,9
S06274,U0641,02-05-2025,12
S06275,U0641,19-10-2025,14
S06276,U0642,07-03-2025,10
S06277,U0642,13-03-2025,11
S06278,U0642,05-05-2025,11
S06279,U0642,21-09-2025,19
S06280,U0642,18-11-2025,19
S06281,U0642,01-08-2025,17
S06282,U0642,15-06-2025,12
S06283,U0642,12-02-2025,8
S06284,U0642,31-07-2025,9
S06285,U0643,14-03-2025,4
S06286,U0643,06-09-2025,4
S06287,U0643,10-07-2025,5
S06288,U0643,11-08-2025,13
S06289,U0644,08-01-2025,8
S06290,U0644,03-09-2025,19
S06291,U0644,15-12-2025,3
S06292,U0644,14-01-2025,10
S06293,U0645,20-08-2025,16
S06294,U0645,03-02-2025,11
S06295,U0645,16-03-2025,17
S06296,U0645,07-02-2025,16
S06297,U0645,20-06-2025,7
S06298,U0645,26-03-2025,3
S06299,U0645,22-01-2025,20
S06300,U0645,23-08-2025,10
S06301,U0645,30-08-2025,12
S06302,U0645,28-11-2025,8
S06303,U0645,30-11-2025,7
S06304,U0645,09-01-2025,15
S06305,U0645,03-07-2025,11
S06306,U0645,04-02-2025,15
S06307,U0645,11-07-2025,11
S06308,U0646,13-06-2025,12
S06309,U0646,03-04-2025,12
S06310,U0646,18-06-2025,6
S06311,U0646,26-05-2025,15
S06312,U0646,09-05-2025,6
S06313,U0646,02-04-2025,13
S06314,U0646,21-05-2025,20
S06315,U0646,03-01-2025,10
S06316,U0646,01-02-2025,11
S06317,U0646,22-02-2025,13
S06318,U0646,05-11-2025,10
S06319,U0646,01-11-2025,8
S06320,U0647,18-02-2025,7
S06321,U0647,01-11-2025,11
S06322,U0647,18-01-2025,11
S06323,U0647,19-08-2025,4
S06324,U0647,13-06-2025,16
S06325,U0647,09-06-2025,3
S06326,U0647,05-04-2025,4
S06327,U0647,21-10-2025,10
S06328,U0647,22-06-2025,16
S06329,U0647,05-10-2025,11
S06330,U0647,06-11-2025,3
S06331,U0647,03-08-2025,18
S06332,U0647,15-09-2025,11
S06333,U0647,29-10-2025,18
S06334,U0647,17-06-2025,16
S06335,U0648,05-05-2025,10
S06336,U0648,05-04-2025,15
S06337,U0648,19-03-2025,10
S06338,U0648,04-02-2025,9
S06339,U0649,16-07-2025,8
S06340,U0649,06-05-2025,7
S06341,U0649,19-11-2025,14
S06342,U0649,19-02-2025,19
S06343,U0649,05-05-2025,8
S06344,U0649,23-06-2025,9
S06345,U0649,06-11-2025,9
S06346,U0649,04-05-2025,3
S06347,U0649,05-03-2025,6
S06348,U0649,09-11-2025,11
S06349,U0649,22-09-2025,20
S06350,U0649,14-12-2025,16
S06351,U0649,09-08-2025,11
S06352,U0649,24-07-2025,9
S06353,U0650,07-12-2025,8
S06354,U0650,06-12-2025,4
S06355,U0650,03-10-2025,4
S06356,U0650,04-06-2025,4
S06357,U0650,16-07-2025,17
S06358,U0651,03-01-2025,8
S06359,U0651,08-04-2025,14
S06360,U0651,10-12-2025,4
S06361,U0651,13-03-2025,15
S06362,U0651,24-04-2025,19
S06363,U0651,17-02-2025,8
S06364,U0652,21-07-2025,8
S06365,U0652,25-02-2025,12
S06366,U0652,20-10-2025,9
S06367,U0652,09-02-2025,4
S06368,U0653,15-04-2025,9
S06369,U0653,19-11-2025,20
S06370,U0653,30-10-2025,8
S06371,U0653,18-04-2025,3
S06372,U0654,12-10-2025,17
S06373,U0654,15-04-2025,7
S06374,U0654,16-01-2025,11
S06375,U0654,27-11-2025,10
S06376,U0654,14-10-2025,11
S06377,U0654,13-03-2025,12
S06378,U0654,08-02-2025,18
S06379,U0654,13-03-2025,9
S06380,U0654,01-04-2025,6
S06381,U0654,23-04-2025,12
S06382,U0654,30-11-2025,11
S06383,U0654,28-09-2025,16
S06384,U0655,07-04-2025,19
S06385,U0655,15-10-2025,6
S06386,U0655,21-07-2025,16
S06387,U0655,22-11-2025,14
S06388,U0655,16-06-2025,11
S06389,U0655,14-08-2025,15
S06390,U0655,10-03-2025,7
S06391,U0656,18-06-2025,16
S06392,U0656,30-07-2025,18
S06393,U0656,05-05-2025,16
S06394,U0656,22-09-2025,9
S06395,U0656,10-02-2025,11
S06396,U0656,06-09-2025,11
S06397,U0656,15-03-2025,8
S06398,U0656,10-10-2025,17
S06399,U0656,17-01-2025,20
S06400,U0656,01-05-2025,6
S06401,U0656,05-06-2025,15
S06402,U0656,18-05-2025,10
S06403,U0656,18-12-2025,7
S06404,U0656,15-03-2025,9
S06405,U0657,29-10-2025,13
S06406,U0657,21-12-2025,10
S06407,U0657,20-10-2025,11
S06408,U0657,24-04-2025,13
S06409,U0658,22-07-2025,11
S06410,U0658,21-02-2025,11
S06411,U0658,14-03-2025,9
S06412,U0658,09-06-2025,4
S06413,U0658,16-07-2025,12
S06414,U0658,03-01-2025,7
S06415,U0658,17-02-2025,17
S06416,U0658,30-11-2025,15
S06417,U0658,14-05-2025,4
S06418,U0658,10-09-2025,9
S06419,U0658,06-08-2025,10
S06420,U0658,11-12-2025,7
S06421,U0658,15-10-2025,8
S06422,U0659,08-06-2025,13
S06423,U0659,23-05-2025,14
S06424,U0659,06-02-2025,5
S06425,U0659,18-03-2025,8
S06426,U0659,07-09-2025,10
S06427,U0659,16-11-2025,17
S06428,U0659,22-07-2025,12
S06429,U0659,21-10-2025,14
S06430,U0659,20-07-2025,17
S06431,U0660,22-08-2025,15
S06432,U0660,04-12-2025,3
S06433,U0660,13-04-2025,11
S06434,U0660,24-03-2025,9
S06435,U0660,22-07-2025,19
S06436,U0660,22-08-2025,19
S06437,U0660,18-06-2025,7
S06438,U0660,21-10-2025,6
S06439,U0660,09-02-2025,10
S06440,U0660,13-11-2025,9
S06441,U0660,03-10-2025,10
S06442,U0660,10-10-2025,11
S06443,U0660,06-03-2025,4
S06444,U0661,18-09-2025,3
S06445,U0661,10-03-2025,9
S06446,U0661,02-01-2025,3
S06447,U0661,05-05-2025,14
S06448,U0661,23-01-2025,5
S06449,U0661,17-01-2025,10
S06450,U0661,26-01-2025,4
S06451,U0661,16-02-2025,7
S06452,U0661,09-10-2025,5
S06453,U0661,06-02-2025,5
S06454,U0661,01-09-2025,13
S06455,U0661,30-09-2025,6
S06456,U0661,16-10-2025,5
S06457,U0661,22-05-2025,19
S06458,U0662,07-11-2025,15
S06459,U0662,12-10-2025,19
S06460,U0662,20-11-2025,7
S06461,U0662,22-07-2025,7
S06462,U0662,22-05-2025,3
S06463,U0662,22-03-2025,3
S06464,U0662,02-11-2025,8
S06465,U0663,04-10-2025,11
S06466,U0663,03-03-2025,8
S06467,U0663,18-08-2025,12
S06468,U0663,04-02-2025,20
S06469,U0663,07-02-2025,12
S06470,U0663,15-11-2025,13
S06471,U0663,14-09-2025,19
S06472,U0663,03-10-2025,20
S06473,U0663,19-03-2025,3
S06474,U0663,12-07-2025,11
S06475,U0663,17-12-2025,11
S06476,U0663,22-10-2025,10
S06477,U0663,16-12-2025,10
S06478,U0663,21-06-2025,10
S06479,U0664,10-02-2025,8
S06480,U0664,20-01-2025,12
S06481,U0664,03-11-2025,5
S06482,U0664,01-12-2025,12
S06483,U0664,09-05-2025,8
S06484,U0664,04-12-2025,6
S06485,U0664,25-05-2025,10
S06486,U0664,21-10-2025,6
S06487,U0664,03-04-2025,20
S06488,U0664,07-10-2025,8
S06489,U0664,08-08-2025,20
S06490,U0664,23-07-2025,7
S06491,U0665,31-05-2025,19
S06492,U0665,18-09-2025,7
S06493,U0665,18-04-2025,14
S06494,U0665,24-01-2025,15
S06495,U0665,02-02-2025,12
S06496,U0665,12-06-2025,12
S06497,U0665,07-04-2025,3
S06498,U0665,22-06-2025,4
S06499,U0665,11-12-2025,5
S06500,U0665,18-12-2025,5
S06501,U0665,07-08-2025,9
S06502,U0665,11-07-2025,18
S06503,U0665,09-07-2025,6
S06504,U0665,11-10-2025,15
S06505,U0666,10-05-2025,5
S06506,U0666,11-02-2025,11
S06507,U0666,22-10-2025,16
S06508,U0666,01-02-2025,12
S06509,U0666,01-06-2025,11
S06510,U0666,13-02-2025,16
S06511,U0666,18-09-2025,9
S06512,U0667,09-07-2025,13
S06513,U0667,09-07-2025,6
S06514,U0667,22-04-2025,8
S06515,U0667,05-07-2025,20
S06516,U0667,04-03-2025,9
S06517,U0667,13-07-2025,12
S06518,U0667,17-03-2025,5
S06519,U0667,02-07-2025,12
S06520,U0668,01-05-2025,4
S06521,U0668,08-03-2025,15
S06522,U0668,10-03-2025,4
S06523,U0668,26-05-2025,6
S06524,U0668,15-08-2025,9
S06525,U0668,30-11-2025,9
S06526,U0668,18-11-2025,11
S06527,U0668,22-07-2025,12
S06528,U0668,13-06-2025,3
S06529,U0668,10-09-2025,16
S06530,U0669,25-05-2025,9
S06531,U0669,09-06-2025,12
S06532,U0669,11-01-2025,7
S06533,U0669,19-12-2025,7
S06534,U0670,25-05-2025,10
S06535,U0670,17-09-2025,13
S06536,U0670,21-06-2025,19
S06537,U0670,25-06-2025,20
S06538,U0670,21-04-2025,15
S06539,U0670,11-11-2025,19
S06540,U0671,18-03-2025,10
S06541,U0671,03-04-2025,6
S06542,U0671,17-07-2025,12
S06543,U0671,29-10-2025,3
S06544,U0671,24-04-2025,4
S06545,U0672,15-06-2025,19
S06546,U0672,23-08-2025,16
S06547,U0672,12-06-2025,11
S06548,U0672,29-10-2025,12
S06549,U0673,08-08-2025,8
S06550,U0673,12-05-2025,20
S06551,U0673,20-06-2025,9
S06552,U0673,31-01-2025,19
S06553,U0673,03-04-2025,6
S06554,U0673,16-07-2025,6
S06555,U0673,05-05-2025,11
S06556,U0673,13-12-2025,7
S06557,U0673,10-11-2025,17
S06558,U0673,26-05-2025,13
S06559,U0674,09-12-2025,6
S06560,U0674,12-12-2025,9
S06561,U0674,08-08-2025,10
S06562,U0674,10-01-2025,18
S06563,U0674,06-05-2025,11
S06564,U0674,05-11-2025,12
S06565,U0674,24-08-2025,10
S06566,U0674,01-07-2025,10
S06567,U0674,19-04-2025,17
S06568,U0674,23-08-2025,6
S06569,U0675,09-06-2025,15
S06570,U0675,18-09-2025,11
S06571,U0675,07-07-2025,20
S06572,U0675,18-11-2025,7
S06573,U0675,16-06-2025,15
S06574,U0675,11-05-2025,11
S06575,U0675,10-09-2025,18
S06576,U0675,10-07-2025,4
S06577,U0675,19-09-2025,18
S06578,U0675,11-01-2025,5
S06579,U0676,06-07-2025,8
S06580,U0676,16-08-2025,6
S06581,U0676,13-07-2025,9
S06582,U0676,08-01-2025,7
S06583,U0676,10-03-2025,4
S06584,U0676,18-08-2025,19
S06585,U0676,19-12-2025,11
S06586,U0676,04-07-2025,6
S06587,U0677,08-03-2025,14
S06588,U0677,06-03-2025,10
S06589,U0677,19-12-2025,5
S06590,U0677,16-12-2025,14
S06591,U0678,13-08-2025,4
S06592,U0678,23-10-2025,10
S06593,U0678,02-02-2025,7
S06594,U0678,25-05-2025,5
S06595,U0678,22-01-2025,9
S06596,U0678,14-12-2025,16
S06597,U0678,07-09-2025,10
S06598,U0678,05-11-2025,10
S06599,U0678,07-11-2025,9
S06600,U0678,25-04-2025,16
S06601,U0678,24-04-2025,6
S06602,U0679,02-05-2025,7
S06603,U0679,02-03-2025,10
S06604,U0679,04-03-2025,11
S06605,U0679,23-05-2025,19
S06606,U0679,23-03-2025,3
S06607,U0679,05-07-2025,18
S06608,U0679,06-03-2025,7
S06609,U0679,02-10-2025,20
S06610,U0679,10-11-2025,6
S06611,U0679,31-07-2025,15
S06612,U0679,15-06-2025,11
S06613,U0679,12-03-2025,7
S06614,U0679,19-08-2025,17
S06615,U0679,29-11-2025,14
S06616,U0680,11-02-2025,4
S06617,U0680,04-07-2025,13
S06618,U0680,12-06-2025,6
S06619,U0680,16-05-2025,18
S06620,U0680,08-09-2025,3
S06621,U0680,18-01-2025,20
S06622,U0680,14-05-2025,3
S06623,U0680,19-08-2025,10
S06624,U0680,30-07-2025,12
S06625,U0680,19-12-2025,8
S06626,U0680,04-07-2025,9
S06627,U0680,24-03-2025,5
S06628,U0681,06-06-2025,6
S06629,U0681,16-04-2025,11
S06630,U0681,11-03-2025,20
S06631,U0681,03-08-2025,14
S06632,U0681,19-12-2025,4
S06633,U0681,31-07-2025,10
S06634,U0681,09-08-2025,7
S06635,U0681,19-07-2025,6
S06636,U0681,19-05-2025,10
S06637,U0681,16-08-2025,12
S06638,U0681,03-12-2025,3
S06639,U0681,11-05-2025,8
S06640,U0682,05-08-2025,9
S06641,U0682,06-06-2025,7
S06642,U0682,22-08-2025,5
S06643,U0682,02-06-2025,16
S06644,U0682,02-01-2025,5
S06645,U0682,09-09-2025,17
S06646,U0682,16-09-2025,12
S06647,U0683,06-02-2025,12
S06648,U0683,23-09-2025,9
S06649,U0683,18-10-2025,7
S06650,U0683,22-05-2025,15
S06651,U0684,26-01-2025,4
S06652,U0684,28-09-2025,9
S06653,U0684,31-01-2025,3
S06654,U0684,18-10-2025,5
S06655,U0684,14-08-2025,12
S06656,U0684,17-08-2025,6
S06657,U0684,30-11-2025,10
S06658,U0684,29-11-2025,6
S06659,U0684,02-09-2025,12
S06660,U0685,12-10-2025,19
S06661,U0685,19-11-2025,13
S06662,U0685,21-11-2025,10
S06663,U0685,15-06-2025,4
S06664,U0686,16-12-2025,8
S06665,U0686,04-08-2025,9
S06666,U0686,18-10-2025,17
S06667,U0686,24-04-2025,8
S06668,U0687,08-01-2025,5
S06669,U0687,20-06-2025,10
S06670,U0687,16-07-2025,3
S06671,U0687,12-03-2025,3
S06672,U0687,18-09-2025,20
S06673,U0687,05-08-2025,19
S06674,U0687,20-02-2025,5
S06675,U0687,21-12-2025,12
S06676,U0687,01-02-2025,7
S06677,U0687,28-11-2025,15
S06678,U0687,20-06-2025,4
S06679,U0687,01-06-2025,5
S06680,U0688,17-01-2025,3
S06681,U0688,13-10-2025,13
S06682,U0688,16-04-2025,6
S06683,U0688,23-09-2025,11
S06684,U0688,18-05-2025,12
S06685,U0688,09-08-2025,17
S06686,U0688,21-10-2025,6
S06687,U0688,26-01-2025,20
S06688,U0688,21-04-2025,10
S06689,U0689,08-11-2025,14
S06690,U0689,13-08-2025,20
S06691,U0689,01-08-2025,17
S06692,U0689,23-04-2025,9
S06693,U0689,24-01-2025,16
S06694,U0689,19-07-2025,11
S06695,U0689,17-05-2025,7
S06696,U0689,09-05-2025,8
S06697,U0689,09-10-2025,17
S06698,U0689,18-10-2025,11
S06699,U0689,21-10-2025,10
S06700,U0689,01-08-2025,12
S06701,U0689,10-11-2025,12
S06702,U0689,17-11-2025,7
S06703,U0690,15-11-2025,9
S06704,U0690,12-03-2025,3
S06705,U0690,05-07-2025,12
S06706,U0690,11-01-2025,12
S06707,U0690,13-03-2025,19
S06708,U0690,09-01-2025,5
S06709,U0690,21-07-2025,8
S06710,U0690,18-10-2025,6
S06711,U0690,07-06-2025,7
S06712,U0690,17-05-2025,11
S06713,U0690,06-12-2025,7
S06714,U0690,01-06-2025,7
S06715,U0691,01-01-2025,11
S06716,U0691,15-03-2025,3
S06717,U0691,10-02-2025,5
S06718,U0691,21-11-2025,15
S06719,U0691,09-08-2025,17
S06720,U0691,19-07-2025,8
S06721,U0691,23-03-2025,8
S06722,U0691,04-09-2025,11
S06723,U0691,23-04-2025,4
S06724,U0691,16-06-2025,11
S06725,U0691,30-06-2025,10
S06726,U0691,17-06-2025,12
S06727,U0691,16-08-2025,20
S06728,U0691,09-04-2025,6
S06729,U0691,18-06-2025,6
S06730,U0692,15-06-2025,6
S06731,U0692,11-09-2025,3
S06732,U0692,03-12-2025,12
S06733,U0692,15-04-2025,5
S06734,U0692,03-10-2025,16
S06735,U0692,14-08-2025,6
S06736,U0692,11-09-2025,6
S06737,U0693,02-08-2025,18
S06738,U0693,22-02-2025,7
S06739,U0693,11-07-2025,7
S06740,U0693,30-09-2025,10
S06741,U0693,05-08-2025,9
S06742,U0693,04-03-2025,12
S06743,U0693,12-08-2025,7
S06744,U0693,22-02-2025,12
S06745,U0693,26-04-2025,20
S06746,U0694,22-08-2025,3
S06747,U0694,24-02-2025,8
S06748,U0694,04-12-2025,14
S06749,U0694,16-08-2025,13
S06750,U0694,08-10-2025,9
S06751,U0694,09-11-2025,5
S06752,U0694,16-10-2025,5
S06753,U0694,19-04-2025,5
S06754,U0694,10-01-2025,8
S06755,U0694,19-12-2025,13
S06756,U0695,13-01-2025,5
S06757,U0695,13-10-2025,17
S06758,U0695,05-04-2025,11
S06759,U0695,13-09-2025,15
S06760,U0695,22-10-2025,10
S06761,U0695,21-11-2025,11
S06762,U0695,14-07-2025,12
S06763,U0695,04-10-2025,13
S06764,U0695,07-07-2025,20
S06765,U0695,18-01-2025,4
S06766,U0695,08-09-2025,4
S06767,U0695,23-01-2025,8
S06768,U0696,14-08-2025,8
S06769,U0696,23-03-2025,12
S06770,U0696,09-03-2025,17
S06771,U0696,07-08-2025,6
S06772,U0696,12-11-2025,6
S06773,U0696,05-05-2025,8
S06774,U0697,08-04-2025,8
S06775,U0697,12-06-2025,8
S06776,U0697,14-02-2025,11
S06777,U0697,20-10-2025,5
S06778,U0697,12-04-2025,5
S06779,U0697,05-09-2025,12
S06780,U0697,20-05-2025,3
S06781,U0697,16-08-2025,10
S06782,U0697,11-11-2025,12
S06783,U0697,16-04-2025,10
S06784,U0697,16-04-2025,6
S06785,U0697,04-02-2025,9
S06786,U0697,14-07-2025,6
S06787,U0697,08-04-2025,9
S06788,U0698,10-06-2025,8
S06789,U0698,24-04-2025,6
S06790,U0698,06-08-2025,19
S06791,U0698,17-07-2025,19
S06792,U0698,10-11-2025,10
S06793,U0698,25-07-2025,14
S06794,U0698,21-10-2025,13
S06795,U0698,01-09-2025,12
S06796,U0698,02-02-2025,11
S06797,U0698,17-04-2025,12
S06798,U0698,21-03-2025,19
S06799,U0698,22-04-2025,4
S06800,U0698,13-01-2025,9
S06801,U0698,30-09-2025,12
S06802,U0699,23-02-2025,7
S06803,U0699,02-10-2025,18
S06804,U0699,13-10-2025,12
S06805,U0699,15-03-2025,19
S06806,U0699,03-11-2025,7
S06807,U0699,31-01-2025,11
S06808,U0699,05-10-2025,15
S06809,U0699,13-02-2025,6
S06810,U0699,03-08-2025,9
S06811,U0700,14-01-2025,15
S06812,U0700,19-05-2025,10
S06813,U0700,11-11-2025,20
S06814,U0700,04-04-2025,7
S06815,U0700,22-12-2025,4
S06816,U0701,02-12-2025,6
S06817,U0701,08-03-2025,18
S06818,U0701,01-06-2025,20
S06819,U0701,17-05-2025,7
S06820,U0701,14-04-2025,7
S06821,U0701,09-12-2025,20
S06822,U0701,06-09-2025,6
S06823,U0701,15-10-2025,5
S06824,U0701,07-03-2025,6
S06825,U0701,16-06-2025,7
S06826,U0701,10-04-2025,7
S06827,U0702,01-04-2025,9
S06828,U0702,12-08-2025,12
S06829,U0702,10-04-2025,11
S06830,U0702,28-09-2025,12
S06831,U0702,14-03-2025,14
S06832,U0702,19-11-2025,8
S06833,U0703,25-06-2025,9
S06834,U0703,11-07-2025,16
S06835,U0703,19-07-2025,14
S06836,U0703,11-08-2025,10
S06837,U0703,03-03-2025,10
S06838,U0703,25-03-2025,6
S06839,U0703,23-07-2025,8
